"community_name","business_district","all_num_business_district","all_num_community","business_district_average_price","community_average_price","community_sales_num","exbination_and_adjustment_ave_exhibition_period","price_adjustment_num","price_adjustment_average"
"文慧园10号院","积水潭",270,2,4761.98518518519,6690,1,4.49552486841463,1,500
"长丰园二区","",17337,17,2055.19659648111,1485.17647058824,2,1.00481795173552,1,140
"双兴南区","顺义",599,42,2017.03171953255,2021.19047619048,6,0.949730535673152,2,70
"新通国际花园","梨园",473,69,2375.06976744186,2756.47826086957,15,1.17431140635257,4,1122.75
"鼎晟国际","通州北苑",414,4,2593.40338164251,3650,3,8.23697970854256,3,236.666666666667
"石坊院","",17337,18,2055.19659648111,2462.77777777778,3,0.88973123986044,1,300
"滨河西里","枣园",494,39,2308.9048582996,2583.07692307692,2,1.02782390605563,1,200
"远中悦麒","刘家窑",126,1,3890.05555555556,4630,1,15.0448191956348,1,130
"梅花里","云锦路",149,1,2316.84563758389,3360,1,12.0001563821181,1,300
"太平南路","夫子庙",90,6,2403.66666666667,3218.33333333333,1,2.50001713387346,1,1030
"锦虹美苑","中华门",83,5,1855.5421686747,1860,1,1.39982294543032,1,40
"瑞金北村","明故宫",127,14,2025.43307086614,2550,6,3.71417867802399,3,833.333333333333
"星叶瑜憬湾","迈皋桥",310,6,1611.12903225806,1341.66666666667,3,6.15919533995337,1,170
"大发融悦","钟灵街",78,53,1366.41025641026,1379.81132075472,10,0.565485010058583,1,160
"万达西地一期","集庆门大街",35,12,2072.85714285714,2031.66666666667,3,1.16702375538003,1,260
"天景山公寓佳福苑","龙眠大道",103,7,1134.46601941748,1135.71428571429,4,6.13470082509179,2,130
"文苑风情","文泽路",98,11,1835.20408163265,1822.72727272727,2,0.27345450773785,1,300
"中电颐和家园尚玄","迈皋桥",310,2,1611.12903225806,1295,2,12.0023150557997,1,70
"银城西堤国际三区","奥体东",77,12,2477.25974025974,2256.66666666667,1,0.499684738442302,1,170
"爱涛翠湖花园","",17337,23,2055.19659648111,1495.21739130435,10,3.3909731213085,1,130
"精金花园","集庆门大街站",103,48,2003.00970873786,1695,28,2.7474287335025,9,145.555555555556
"长江小区","",17337,10,2055.19659648111,3256,4,1.40031162780578,1,160
"外东山弄","",17337,3,2055.19659648111,2093.33333333333,3,9.67001506300068,2,315
"中南白马湖壹号","",17337,12,2055.19659648111,1910,12,3.33204692269181,2,200
"金地西溪风华","",17337,10,2055.19659648111,1791,5,2.10059301534074,1,500
"流水北苑","打铁关",92,3,2393.26086956522,2503.33333333333,1,3.33202698949862,1,400
"翠苑东四区","学院路",174,8,2445.86206896552,1596.25,5,4.62412284565572,3,153.333333333333
"南都花园二区","文新",136,13,1954.41176470588,1685.38461538462,3,1.84602580735805,2,135
"艮园社区","建国北路",125,12,2653.52,1983.33333333333,2,1.08289220758495,1,140
"中江花园","建国北路",125,8,2653.52,2042.5,1,2.12368295502745,1,170
"洑家弄","中河北路",68,4,3071.61764705882,2502.5,2,4.49459210326136,2,165
"仓基新村","沈塘桥",227,10,2542.29074889868,3693,3,4.20085792358634,3,540
"伊萨卡国际城绮风园","下沙江滨",267,8,1340.93632958802,1590,3,2.2486123398174,1,170
"白马湖小区白鹤苑","湘湖",38,25,2089.47368421053,2178.8,17,2.07869710753726,1,100
"山水人家清水湾","丰潭路",204,9,2105.63725490196,2273.33333333333,1,0.555249656401728,1,440
"绿城西子郁金香岸","浦沿站",44,5,1825.45454545455,1984,3,2.59924023159455,2,135
"秀里华庭","三墩",355,44,1453.91549295775,1556.59090909091,8,1.27291818268516,2,200
"理想银泰城","临平",80,20,1167.125,1096,8,1.4455927863833,3,136.666666666667
"东明广场","商城路",92,17,4007.05434782609,3275.88235294118,2,0.586508645879872,1,100
"申通公寓","宁国路",43,3,3472.79069767442,2780,2,7.00127688444047,1,100
"上海大花园","大连路",27,6,3596.66666666667,2923.33333333333,2,1.16433121074129,1,100
"金沙丽晶苑","丰庄",85,2,2683.38823529412,2575,2,4.46521472307405,2,265
"香楠小区","广兰路",267,32,2650.67041198502,3019.96875,7,1.99798448427658,3,160
"高境一村","殷高西路",153,10,2390.19607843137,2946,4,2.79513673656379,2,270
"雪野二村","云台路",46,2,3292.60869565217,3175,1,2.50411092778875,1,370
"妙城公寓","川沙",211,13,1921.23222748815,1739.23076923077,3,2.22528684072133,1,170
"北平南园","淞虹路",91,1,3097.98901098901,2390,1,5.00835396616823,1,140
"古桐二村","广兰路",267,2,2650.67041198502,1910,1,4.50750658079844,1,400
"纪念小区","大柏树",99,7,3178.58585858586,3695.71428571429,4,3.8576332363711,2,150
"金原新苑","岚皋路",46,2,4054.5652173913,3395,1,2.49961832752244,1,200
"梅园四街坊","世纪大道",57,11,4480.17543859649,4136.36363636364,5,1.6350490118962,2,250
"张家浜小区","江浦路",78,3,3739.48717948718,2916.66666666667,1,5.66078708026236,1,100
"金都花好悦园","银都路",97,19,2360.20618556701,2322.10526315789,5,1.1585784430385,1,200
"浦江东旭公寓","东靖路",77,30,2404.67532467532,2782.33333333333,10,2.39624250480018,2,165
"江南苑","莘庄",211,1,2428.12857142857,1730,1,3.00457752681441,1,330
"今天花园","颛桥",102,6,1834.41176470588,1721.66666666667,1,2.50174356781084,1,200
"嘉和阳光城","九亭",318,1,2051.79245283019,1930,1,13.0058842639791,1,230
"海韵茗庭","东靖路",77,9,2404.67532467532,1757.77777777778,5,4.66864623767726,4,172.5
"民悦苑","通河新村",86,2,2599.39534883721,3230,1,4.99872871289375,1,500
"滨江雅苑","大华三路",158,17,3002.58860759494,2238.82352941176,3,1.47185013114237,2,370
"华高新苑","杨高北路",97,6,2193.18556701031,2335,2,2.50121677602285,1,70
"绿地新江桥城","金运路",156,33,2272.67948717949,2077.87878787879,7,2.48480405078266,5,280
"嘉骏花苑","殷高西路",153,6,2390.19607843137,1948.33333333333,2,3.17030767928257,1,200
"蓝色港湾(公寓)","顾戴路",77,11,2828.2987012987,3554.54545454545,1,0.45538793075767,1,170
"航华二村嘉丰公寓","航中路",106,5,2587.44339622642,2000,2,1.99938121627823,2,145
"同济融景雅苑","南翔",366,7,2203.10928961749,1698.57142857143,3,1.43045436346342,1,200
"月亮湾园","华夏东路",247,9,1822.13765182186,1784.44444444444,2,0.890074194747908,1,300
"杉林新月环林东路879弄","三林东",186,6,2601.12903225806,2121.66666666667,3,4.00036427731499,3,123.333333333333
"桃浦一村瑞香苑","桃浦新村",272,11,2315.14705882353,3978.18181818182,1,0.272848687191754,1,400
"保利叶之林(一期)","祁华路",133,14,1764.58646616541,2319.28571428571,3,1.43194742786703,2,285
"大华锦绣华城(十九街区)(公寓)","锦绣路",191,18,2542.18848167539,2366.11111111111,5,2.6651650533796,3,300
"星辰园(公寓)","松江大学城",274,30,1972.62773722628,2201.33333333333,5,1.43386483939056,2,515
"万嘉欣苑","",17337,22,2055.19659648111,1788.63636363636,7,3.95606461580002,2,105
"中房公寓","金运路",156,23,2272.67948717949,2175.60869565217,5,0.609350851829525,1,170
"锦龙苑","祁华路",133,10,1764.58646616541,1692,2,1.60301390557157,2,235
"铂金华府","大华三路",158,1,3002.58860759494,6900,1,1.9957038750803,1,1090
"成事高邸","上大路",97,1,1994.73195876289,1590,1,5.00511484329899,1,170
"莘东两湾新苑","莘庄",211,38,2428.12857142857,2307.36842105263,5,1.21077968474114,2,535
"虹桥路400弄","徐家汇",87,5,6248.96551724138,6672,2,2.39748320805033,1,530
"平江盛世家园","中潭路",187,4,4004.4385026738,5785,1,0.996928671475638,1,600
"中科小区(徐汇)","徐家汇",87,1,6248.96551724138,6660,1,16.9773719585439,1,1700
"慧华苑","上大路",97,32,1994.73195876289,2274.0625,7,2.09328610815039,3,170
"天禧嘉苑","",17337,2,2055.19659648111,1410,2,7.00662775950989,1,200
"绿地景汇佳苑","",17337,3,2055.19659648111,1660,2,2.67163676658622,1,170
"光新苑","镇坪路",91,2,4178.68131868132,4130,2,14.9882786302379,2,180
"沁春园三村","春申路",90,16,2461,1860,1,0.43787324244053,1,100
"宏伦大厦","海伦路",37,1,3472.67567567568,2660,1,5.98776383811401,1,430
"锦河苑","五莲路",80,10,2873.875,2325,2,1.60092528222419,1,70
"同德公寓","长寿路",54,4,2996.09259259259,2957.5,2,3.25243415669021,1,170
"甘泉一村","新村路",80,6,3406.225,3841.66666666667,4,3.49971080826572,2,320
"祁连家园","上海大学",134,3,2104.55223880597,1450,1,2.0001405983593,1,130
"江南山水","五莲路",80,17,2873.875,2518.23529411765,3,1.77706202796082,1,1130
"汇丰凯苑","嘉定西",273,16,1517.43223443223,1658.75,7,3.4385640401488,2,285
"宜川二村","中潭路",187,3,4004.4385026738,4156.66666666667,2,1.33309223556592,1,1300
"美安路628弄","罗南新村",214,3,1503.78504672897,2290,3,1.99291342507634,1,140
"南泉小区","蓝村路",51,4,3597.41176470588,4582.5,1,1.00028053741902,1,430
"大唐花园","南陈路",190,1,1786.1,1260,1,9.02088159431738,1,670
"东园一村","东昌路",53,7,3978.64150943396,3985.57142857143,2,0.572261521699567,1,200
"锦绣一方名苑","芳华路",142,12,2560.42253521127,2468.33333333333,7,2.24892038506766,2,715
"金桥花园","江苏路",50,4,4868.76,2562.25,3,3.75079611266515,1,200
"景舒苑七村","联航路",127,7,1778.11023622047,1435.71428571429,2,6.14106234982452,2,170
"浦东南路1780弄","塘桥",108,5,3462.85185185185,4126,1,1.20136005087031,1,340
"陈家宅小区","商城路",92,4,4007.05434782609,3957.5,4,7.74856962353336,1,440
"周阳路258弄","周浦东",97,1,1518.12371134021,1360,1,13.9871354784044,1,130
"新德佳苑","华夏东路",247,30,1822.13765182186,1685.33333333333,2,0.634424074573741,1,400
"经纬阳光水岸家园(一期)","南陈路",190,32,1786.1,2094.0625,5,1.37607802061873,4,382.5
"曹杨三村(兰岭园)","枫桥路",37,5,4184.5945945946,3832,3,3.40232012454172,1,170
"美晶佳园","上海体育场",93,2,3900.1935483871,2725,1,7.50650203978574,1,1030
"滨浦新苑九村","沈杜公路",49,11,1401.42857142857,1255.45454545455,5,3.45762560128915,1,340
"秦家弄小区","江浦公园",91,4,3147.91208791209,4710,3,6.24533287090767,1,300
"武夷路337弄","中山公园",128,1,4152.6484375,4690,1,2.99739770436452,1,300
"大上海国际花园十五区","合川路",85,8,3140.09411764706,2697.5,2,1.99942010264223,2,230
"延长小区(普陀)","中潭路",187,5,4004.4385026738,4040,1,0.799516275354006,1,340
"电影华苑","上海体育馆",69,5,5249.39130434783,8624,1,0.399532514034598,1,370
"海院小区","源深体育中心",58,5,3238.18965517241,3754,2,2.60255018890511,1,230
"珠江玫瑰花园(公寓)","源深体育中心",58,10,3238.18965517241,2647,3,2.30119579172935,2,400
"龙井里","鞍山西道",28,1,1631.42857142857,1630,1,16.000752617347,1,130
"龙禧园","复兴路",31,3,1375.48387096774,1236.66666666667,2,9.98755379128603,1,200
"瑞东花园","文冲",61,22,1279.34426229508,1342.72727272727,6,1.86353236718862,2,100
"保利麓苑","淘金",31,1,1994.83870967742,1560,1,16.0039440481723,1,170
"恒宝华庭","长寿路",54,11,2996.09259259259,2245.45454545455,2,2.99934809155511,1,200
"新世界逸彩庭园G区","滘口",135,8,1583.48148148148,1296.25,3,4.12016905946899,1,100
"员村公安宿舍","科韵路",78,19,1864.74358974359,1828.94736842105,3,0.841425882345665,1,130
"融侨锦城","古田三路",44,6,1091.36363636364,1186.66666666667,1,2.00171699475129,1,100
"常青花园三区","轻工大学",9,9,958.888888888889,958.888888888889,2,3.11265012938667,2,100
"","沙尾",143,1615,2759.41958041958,2202.64210526316,347,1.38833763366237,39,342.564102564103
"海洋星苑","",17337,1,2055.19659648111,2190,1,1.00433909834535,1,300
"华茂苑","",17337,16,2055.19659648111,2743.75,3,1.68596875870204,2,1235
"漾日湾畔","后海",21,9,3680.85714285714,3882.11111111111,2,0.665675488008884,2,385
"新德家园","",17337,11,2055.19659648111,2298.90909090909,5,1.63581842610079,2,280
"深业新岸线二期","",17337,4,2055.19659648111,1932.5,1,2.99794623840531,1,740
"艺丰花园C区","孖岭",102,4,2454.43137254902,2542.5,1,1.24954113655137,1,130
"广物花园","",17337,6,2055.19659648111,3215,2,0.499613085069498,1,30
"西城上筑花园","",17337,30,2055.19659648111,2785.23333333333,9,1.83479306764845,1,140
"学林雅院","南山",289,6,2907.6401384083,3128.33333333333,1,1.16787331290681,1,460
"CBD总部公寓二期","广渠门外",221,11,4294,4186.27272727273,8,6.90360644291371,3,170
"工体南路","东大桥",86,5,5899.26744186046,3514,3,3.40214477150253,2,250
"朝阳门南小街","灯市口",37,26,4128.78378378378,3953.76923076923,12,4.11246970664572,3,590
"紫竹院小区","车道沟",107,8,4074.35514018692,3657.375,4,4.48642036630807,1,360
"领秀新硅谷1号院","西二旗",314,32,3241.49201277955,4892.78125,8,1.87608571539443,3,566.666666666667
"普惠南里","公主坟",38,22,4043.42105263158,3590,12,3.68623658945364,5,264
"新都丽苑","苹果园",226,20,2536.41592920354,2381,2,1.29681486965454,1,100
"望花路西里","阜通",169,15,4407.91715976331,4373.26666666667,5,2.5437827682083,1,260
"上元君庭","北苑路北",146,36,3753.10273972603,3972.5,10,2.35325593159385,2,370
"左家庄北里","柳芳",262,28,4670.17175572519,4280.67857142857,4,1.39366065979881,2,340
"珠江骏景中区","大红门",190,19,4070.73544973545,3347.89473684211,6,1.36948701251218,1,200
"顶秀青溪","立水桥",407,20,3345.44471744472,3225.5,4,0.844366928474909,2,150
"矩阵二期","回龙观东大街",466,14,2783.6008583691,4146.42857142857,3,3.12847146771316,2,230
"安翔里小区","奥林匹克公园",27,8,3903.33333333333,4266.25,5,6.02324848155319,2,135
"京旺家园七区","",17337,8,2055.19659648111,2668.75,3,3.12803581017932,2,80
"九台2000家园","安立路",226,9,4549.49557522124,3361.11111111111,2,0.556765480560592,1,770
"龙跃苑三区","霍营",628,77,2927.81687898089,2823.88311688312,16,1.50707852243822,4,375
"华龙美晟","景泰",110,24,3654.13636363636,3409.54166666667,8,4.66785590862395,4,212.5
"昌运宫","花园桥",107,7,4552.00934579439,3229.85714285714,4,4.58326566894691,1,100
"清景园","永泰庄",463,8,3299.79049676026,2581.125,4,1.48854453915316,1,2661
"光熙门北里","光熙门",153,36,4033.54901960784,3525.19444444444,7,1.00280440297024,1,600
"信悦华庭","北京西站",38,8,4149.97368421053,3751.25,3,3.50994164097606,1,140
"新景家园东区","崇文门",60,28,4464.95,5105.67857142857,9,3.10839838982397,2,1035
"名都家苑","公益西桥",250,12,3570.548,3260,2,1.65302386979584,1,200
"金蝉南里","欢乐谷景区",122,13,2994.25409836066,2931.53846153846,6,3.01845132165082,2,65
"天通苑本四区","天通苑南",509,17,2718.55992141454,3225.88235294118,5,2.94670408303198,2,250
"保利嘉园一号院","常营",292,26,2819.5,2817.30769230769,5,2.351506757596,2,180
"庄维花园","七里庄",92,19,3360.61956521739,3113.10526315789,8,3.53097139442191,5,332
"瑞海家园三区","西红门",243,16,2489.30864197531,2059.9375,5,1.81469584142427,1,730
"金玉府","八宝山",344,34,3234.26744186047,2488.23529411765,6,1.47226571285882,1,130
"万泉寺东路9号院","纪家庙",189,2,2739.61375661376,2375,2,20.0601466954789,2,215
"怡和世家","宋家庄",169,24,3168.73372781065,2778.75,4,1.20728074258308,1,170
"南三环中路","刘家窑",126,14,3890.05555555556,3551.42857142857,5,3.50393070417579,1,200
"宝盛里","永泰庄",463,35,3299.79049676026,2784.82857142857,6,1.03175838639473,1,140
"金兴苑","草桥",285,10,3358.82394366197,2811,4,3.50052267051047,1,70
"金汉绿港一区","顺义",599,11,2017.03171953255,2024.54545454545,4,2.63693185677507,1,270
"DBC加州小镇C区","土桥",293,52,2462.78839590444,2189.36538461538,10,1.21063802524021,1,100
"怡馨家园","石门",456,62,2139.73026315789,1832.88709677419,12,1.87210510353919,1,100
"东四十二条21号院","张自忠路",3,2,4790,5240,1,6.51431505274166,1,500
"京投银泰万科西华府","郭公庄",155,11,3474.45161290323,6015.45454545455,2,1.09317708587657,1,700
"民安小区东直门北中街","东直门",99,5,9758.63636363636,5825.8,2,0.199451390367967,1,640
"水岸温泉","",17337,4,2055.19659648111,1890,2,4.51329363761608,2,150
"紫薇天悦","关庄",142,15,4640.01408450704,7162,5,3.27790797392527,2,410
"高第小区","白堆子",62,7,4872.37096774194,5954.14285714286,1,0.856554734753396,1,570
"京畿道","西单",41,10,6608.26829268293,8543,2,2.30001541834711,2,415
"双兴北区","顺义",599,19,2017.03171953255,1678.89473684211,4,1.84478825986327,1,100
"国美第一城3号院","青年路",522,61,3935.6245210728,3776.03278688525,15,2.21717611771708,5,178
"保利春天里","天宫院",293,116,2270.56313993174,2064.47413793103,12,0.984361068965227,4,250
"白家庄北里","团结湖",117,7,5466.01709401709,7862.85714285714,3,4.70415381018132,1,400
"水关新村","",17337,12,2055.19659648111,2235.83333333333,1,0.667701291985074,1,60
"义宾北区","石门",456,20,2139.73026315789,2725,4,1.75616617162733,1,230
"花家地西里三区","望京西",223,27,4219.9865470852,4081.85185185185,7,1.37484804666592,1,700
"新外大街28号院","积水潭",270,14,4761.98518518519,4673.57142857143,4,2.98690501765028,1,800
"泰禾中央广场","义和庄",85,23,3427.05882352941,4593.47826086957,4,1.69402580382851,2,300
"金隅康惠园","双桥",180,37,3126.7,2959.43243243243,15,3.75379138146957,4,450
"南庭新苑北区","新宫",207,57,3061.29468599034,3423.29824561404,11,1.21128840527654,2,165
"新华联家园北区","果园",656,60,2456.00304878049,2794,9,0.964905582457183,1,430
"久居雅园","临河里",258,19,2731.20930232558,2563.10526315789,4,1.52512255622862,1,200
"洋桥北里","北京南站",247,37,3533.93522267206,3787.2972972973,8,1.2206568095842,2,415
"银丰大厦","苏州街",237,11,5442.44303797468,5384.54545454545,4,2.82049814361941,1,370
"北辰墅院1900","",17337,28,2055.19659648111,1522.14285714286,5,2.03916831059973,1,440
"金隅通和园","土桥",293,16,2462.78839590444,2131.25,2,1.94133744179564,2,115
"石门营新区五区","小园",102,16,1476.66666666667,2019.375,4,2.43803721791392,2,250
"中垠紫金观邸","马群",214,179,1305.51401869159,1312.90502793296,17,0.603323019496725,3,140
"滨江新苑","近江",66,12,2423.63636363636,2585,1,1.24987341620189,1,800
"玉泉路","云南路站",131,2,2417.86259541985,2010,1,8.00080294193907,1,230
"21世纪现代城","小龙湾",40,13,1721.75,1570.76923076923,4,0.384252649561165,2,380
"同曦国际广场","胜太路",64,12,1602.1875,1631.66666666667,7,1.08290421486913,1,200
"凤凰和美","中华门",83,8,1855.5421686747,1777.5,3,3.62540528320121,1,70
"银城西堤国际二区","奥体东",77,14,2477.25974025974,2144.28571428571,4,0.85688716021598,1,30
"长江西苑","",17337,24,2055.19659648111,2115.83333333333,16,4.2063667078606,3,253.333333333333
"龙湖武林九里","",17337,62,2055.19659648111,1294.1935483871,20,2.67761224803709,1,100
"冠苑小区","三坝",131,14,1971.29770992366,1935,4,3.14260874555816,1,230
"大塘新村","沈塘桥",227,9,2542.29074889868,3432.22222222222,4,6.8876375787138,3,1013.33333333333
"黄龙金茂悦","古翠路",148,45,2307.02702702703,1738.22222222222,18,1.28936068011692,2,335
"鑫龙苑","石龙路",45,6,2671.51111111111,2433.33333333333,4,3.16477082391212,1,130
"红苹果家园","客运中心",83,9,1469.87951807229,1446.66666666667,4,2.88939300325611,1,130
"桂巷新村","大渡河路",68,4,3553.38235294118,3757.5,3,4.50002676502146,1,230
"海鹏花苑","江浦公园",91,8,3147.91208791209,2492.5,4,3.24582010763732,1,230
"金谊河畔","三林",65,12,2556,2935.83333333333,5,1.24917770606937,1,230
"金杨路750弄","金桥路",63,5,2829.52380952381,2206,1,1.19961911162955,1,130
"逸景佳苑","殷高西路",153,4,2390.19607843137,2192.5,3,4.74778066466735,2,220
"愉景华庭","上海西站",200,10,2731.77,2686,1,0.79710375346271,1,240
"金恒小区","锦绣路",191,3,2542.18848167539,3173.33333333333,1,5.66837557398519,1,200
"莱顿小城","松江大学城",274,33,1972.62773722628,1686.06060606061,5,1.57580870570642,3,183.333333333333
"金地自在城(二期)","泗泾",489,42,2055.96932515337,1668.57142857143,14,2.10024820317766,2,155
"爱博六村","",17337,7,2055.19659648111,2252.85714285714,1,0.858565746407029,1,200
"南秀雅苑","场中路",35,8,2421.14285714286,1826.25,2,3.99890512956617,1,160
"金禾新苑","三林东",186,6,2601.12903225806,2658.33333333333,1,1.1661612032892,1,170
"水岸秀苑","金运路",156,5,2272.67948717949,2412,1,1.59985572761518,1,340
"丽都雅苑","通河新村",86,1,2599.39534883721,2030,1,12.0046725975225,1,130
"鸿基公寓","华夏东路",247,10,1822.13765182186,1629,3,4.49947791157304,2,150
"真光第四小区","李子园",101,3,2704.05940594059,1756.66666666667,1,2.00331840965575,1,340
"阳明花园广场","航津路",70,13,2088.82857142857,1753.07692307692,4,2.77214559892198,3,1180.66666666667
"轻工六里小区","杨高南路",126,1,2768.33333333333,2190,1,12.0111287717466,1,200
"景江苑C区","江月路",33,1,1835.15151515152,1590,1,14.0049520711463,1,240
"金领国际(公寓)","曹路",154,13,1785.38961038961,1842.30769230769,4,3.84753586053615,1,100
"大上海国际花园六区","合川路",85,8,3140.09411764706,2760,2,2.49736167152171,1,560
"万科海上传奇","御桥",151,1,2104.2119205298,8360,1,10.987583699919,1,8021
"世纪新城","",17337,14,2055.19659648111,1649.28571428571,3,1.42875692898339,1,570
"微山二村","塘桥",108,6,3462.85185185185,4516.66666666667,1,2.33150017344749,1,200
"妙境公寓","川沙",211,7,1921.23222748815,1961.42857142857,1,1.42658614093073,1,60
"永翔佳苑","南翔",366,28,2203.10928961749,2004.28571428571,2,0.678782230367854,2,285
"菊园","商城路",92,32,4007.05434782609,4063.6875,11,2.62942628073316,1,200
"颐盛御中环","御桥",151,6,2104.2119205298,1726.66666666667,2,2.66861497507511,1,140
"绿庭尚城","九亭",318,16,2051.79245283019,1964.375,1,1.12282530713326,1,330
"新宏安大厦","武宁路",42,1,3262.7619047619,3260,1,10.9866076264117,1,200
"庆余公寓","宜山路",101,3,4348.10891089109,3016.66666666667,2,10.3294414658605,2,680
"美兰湖中华园","美兰湖",41,2,2445.36585365854,2540,1,7.99586223429966,1,140
"沙田公寓","华夏东路",247,11,1822.13765182186,1584.54545454545,2,0.726411324820234,2,130
"临沂三村","临沂新村",66,6,3594.54545454545,4068.33333333333,3,5.99833647370982,2,200
"明丰公寓","松江新城",142,24,1634.43661971831,1684.16666666667,5,1.66714283756636,4,175
"锦绣家园","陆家浜路",48,1,4378.3125,2990,1,5.9983505611232,1,200
"汇福家园泰丰里","周浦东",97,12,1518.12371134021,1175.83333333333,3,2.08200197184711,1,200
"凯欣豪园","中山公园",128,3,4152.6484375,5370,1,1.66566791881934,1,500
"密云小区","曲阳路",99,6,3907.17171717172,3803.33333333333,4,2.50308940431862,1,1200
"殷高路7弄","殷高西路",153,4,2390.19607843137,2345,1,3.25043872023208,1,330
"协和家园","淞虹路",91,1,3097.98901098901,6990,1,6.01838445965339,1,1140
"裕德大厦","上海体育馆",69,5,5249.39130434783,3678,1,3.39963799836128,1,400
"高兴花园","外环路",161,13,2394.40372670807,3700.76923076923,8,4.9186707567033,3,406.666666666667
"中兴财富国际公寓","中兴路",50,2,3822.34,2625,2,8.49524811243018,1,270
"陆家嘴花园(一期)","民生路",119,15,3088.96638655462,3013.93333333333,2,0.599984604519458,1,400
"象山小区","宝山路",2,1,4725,4390,1,11.9944440695257,1,340
"紫竹小区","北新泾",80,4,3599,5267.5,2,2.00472688509358,1,800
"芝川新苑","上海西站",200,1,2731.77,2630,1,10.0037973645826,1,130
"威宁大楼","威宁路",61,4,4026.86885245902,5115,3,7.25630472809283,1,1200
"旭辉浦江国际广场(酒店式公寓)","联航路",127,7,1778.11023622047,3164.28571428571,4,5.00272479176127,1,800
"牡丹小区(浦东)","世纪公园",92,1,2701.47826086957,6490,1,13.0218381953571,1,1470
"阳光壹佰北园","南翠屏",75,11,1748.8,1940,4,2.09083923018741,1,230
"社会山Bigparty","天津南站",74,16,1069.59459459459,1165,7,3.93825301194305,1,100
"东晖花园","员村",32,8,1916.5625,1888.75,5,6.87765527087988,1,100
"和平家园","鹭江",167,13,1877.00598802395,1876.92307692308,1,0.923071635210106,1,140
"鸿翔大厦","华师",136,2,1928.38235294118,2680,1,6.50625732039964,1,230
"中心嘉园","利济北路",7,7,1600,1600,2,1.57278964502195,1,130
"城南名著","广都",101,24,1128.0198019802,1072.08333333333,3,1.91789567056457,1,100
"天朗风清","",17337,4,2055.19659648111,2477.5,2,2.24879661451059,1,160
"海韵嘉园","",17337,7,2055.19659648111,2437.14285714286,4,2.85951127418489,1,130
"香蜜湖豪庭","",17337,2,2055.19659648111,2375,1,5.49832134034071,1,230
"海月花园三期","",17337,11,2055.19659648111,2920,3,1.90918234389062,2,165
"深航飞行员公寓","南山",289,10,2907.6401384083,2871,2,0.799173586840155,1,260
"金泓凯旋城一期","",17337,36,2055.19659648111,2441.36111111111,8,1.35932245788352,2,250
"田苑小区","洪湖",75,11,2979.41333333333,1435.36363636364,6,4.55000957620917,1,70
"金城华庭","",17337,11,2055.19659648111,2419,4,3.00383604131413,1,300
"新秀村北区","",17337,10,2055.19659648111,1691,3,2.1992331097998,1,140
"俊峰丽舍","桃源村",59,10,2300.16949152542,2435,3,2.69821190467008,2,120
"中海日辉台","",17337,61,2055.19659648111,1458.19672131148,9,0.899725363187732,1,300
"专家国际花园","西小口",135,11,3386.03703703704,3738.18181818182,2,2.72974294800424,2,515
"汇福轩","国家图书馆",32,8,4710.875,4281.125,2,3.24025156204554,1,200
"三里河东路","阜成门",150,10,5165.02666666667,5452,4,5.09182205365157,1,570
"水碓子西里","呼家楼",79,10,5487.05063291139,4282.9,3,3.29619486510367,2,185
"小泥湾","人民大学",215,8,4471,4370,1,1.37618638544378,1,200
"呼家楼南里","金台夕照",52,13,6678,5349.23076923077,5,2.22862136905074,2,265
"紫金新干线","回龙观东大街",466,41,2783.6008583691,2784.63414634146,10,3.07025616091091,6,181.666666666667
"百子湾南一路13号院","百子湾",141,1,4608.00714285714,2890,1,12.0199242073849,1,370
"嘉润花园","望京南",250,17,4225.52822580645,3444.58823529412,8,3.93071924995347,1,100
"京贸国际公寓","八里桥",200,47,2556.06,2479.34042553192,8,1.32023120290598,2,220
"紫南家园","南楼梓庄",79,23,2910.78481012658,2684.73913043478,6,0.739905385352347,1,170
"怡海花园富泽园","科怡路",315,45,2957.0380952381,2899.71111111111,9,1.31062438812214,2,100
"三环新城6号院","丰台站",207,36,2976.85507246377,2644.72222222222,7,1.36241631136487,2,130
"DBC加州小镇","土桥",293,54,2462.78839590444,2377.37037037037,14,1.51751759576567,2,170
"星岛假日","亦庄桥",116,4,2371.58620689655,2235,2,2.24160443656767,2,1886
"清源西里","清源路",165,27,2488.72727272727,2857.40740740741,6,4.07806817887037,4,182.5
"安苑东里一区","惠新西街北口",337,6,4506.13056379822,6725,2,2.83877297527582,1,1000
"润枫嘉尚","十里堡",391,6,4514.6717948718,6625,3,1.16820059483204,1,260
"珠江骏景北区","大红门",190,44,4070.73544973545,4326.59090909091,10,1.81757412101754,3,413.333333333333
"北太平庄路","牡丹园",161,10,4504.23602484472,4086,3,3.20106153669015,1,300
"长乐路","武定门",151,6,1906.75496688742,2480,1,1.8333584351948,1,140
"象房村","武定门",151,11,1906.75496688742,2002.72727272727,6,2.63615582639395,2,715
"赞成领尚","雨花门",24,5,2064.16666666667,3132,1,3.40067640124317,1,340
"剑阁路31号","云南路站",131,1,2417.86259541985,1630,1,18.9997597608191,1,130
"锁金村5号","岗子村站",11,1,2251.81818181818,1530,1,15.9904363326149,1,160
"翠屏湾花园城","",17337,27,2055.19659648111,1558.51851851852,8,1.81492768982024,1,170
