"community_name" "community_other_price" "community_other_num" "community_other_floor" "community_other_area" "community_average_price" "community_average_area" "community_average_floor" "community_average_AreaPrice" "business_district" "business_district_sales_num" "business_district_other_price" "business_district_other_num" "business_district_other_floor" "business_district_other_area" "business_district_average_price" "business_district_average_area" "business_district_average_floor" "business_district_average_AreaPrice"
"2470" "宏立瑞园" 20680 14 216 164.52 1477.14285714286 11.7514285714286 15.4285714285714 125.69900316071 "南翔" 102 170850 102 1402 1257.94 1675 12.3327450980392 13.7450980392157 135.817288582921
"2471" "达城家园" 1330 1 14 12.4 1330 12.4 14 107.258064516129 "秀沿路" 17 26730 17 192 212.35 1572.35294117647 12.4911764705882 11.2941176470588 125.877089710384
"2472" "桃园小区(松江)" 5240 3 18 31.8 1746.66666666667 10.6 6 164.779874213836 "九亭" 111 210840 111 1271 1457.4 1899.45945945946 13.1297297297297 11.4504504504505 144.668587896254
"2473" "保利雅苑" 4270 4 99 30.39 1067.5 7.5975 24.75 140.506745640013 "文井路" 9 9830 9 195 79.97 1092.22222222222 8.88555555555556 21.6666666666667 122.921095410779
"2474" "当代万国府MOMA" 7010 4 42 43.49 1752.5 10.8725 10.5 161.186479650494 "金平路" 19 29360 19 171 237.75 1545.26315789474 12.5131578947368 9 123.491062039958
"2475" "紫荆二村" 2320 2 12 21.1 1160 10.55 6 109.952606635071 "安亭" 34 42100 34 368 423.44 1238.23529411765 12.4541176470588 10.8235294117647 99.4237672397506
"2476" "美安路215弄" 7080 6 108 66.8 1180 11.1333333333333 18 105.988023952096 "罗南新村" 76 88760 76 1101 852.7 1167.89473684211 11.2197368421053 14.4868421052632 104.09288143544
"2477" "鹤北新村二街坊" 3940 3 18 37.7 1313.33333333333 12.5666666666667 6 104.509283819629 "金平路" 19 29360 19 171 237.75 1545.26315789474 12.5131578947368 9 123.491062039958
"2478" "紫藤新园" 4280 3 17 26.5 1426.66666666667 8.83333333333333 5.66666666666667 161.509433962264 "华宁路" 9 12700 9 89 101.45 1411.11111111111 11.2722222222222 9.88888888888889 125.184820108428
"2479" "新城金郡" 15630 9 98 132 1736.66666666667 14.6666666666667 10.8888888888889 118.409090909091 "白银路" 77 111940 77 1435 883.91 1453.76623376623 11.4793506493506 18.6363636363636 126.641852677309
"2480" "滨浦新苑二村" 3150 2 12 26.9 1575 13.45 6 117.100371747212 "沈杜公路" 25 33110 25 275 299.63 1324.4 11.9852 11 110.502953642826
"2481" "维罗纳贵都" 2150 2 15 19.4 1075 9.7 7.5 110.824742268041 "松江体育中心" 34 48230 34 200 415.1 1418.52941176471 12.2088235294118 5.88235294117647 116.188870151771
"2482" "鹤沙航城东茗苑" 6290 5 78 55.85 1258 11.17 15.6 112.623097582811 "鹤沙航城" 37 44980 37 555 410.14 1215.67567567568 11.0848648648649 15 109.669868825279
"2483" "汇福家园健康里" 6430 6 108 55 1071.66666666667 9.16666666666667 18 116.909090909091 "鹤沙航城" 37 44980 37 555 410.14 1215.67567567568 11.0848648648649 15 109.669868825279
"2484" "首创暖山" 990 1 33 11.8 990 11.8 33 83.8983050847458 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2485" "绮华里" 9790 6 36 68.9 1631.66666666667 11.4833333333333 6 142.089985486212 "华苑" 29 49780 29 203 399.61 1716.55172413793 13.7796551724138 7 124.571457170741
"2486" "荣庆园" 7670 4 120 44.7 1917.5 11.175 30 171.58836689038 "鼓楼" 16 32410 16 388 210 2025.625 13.125 24.25 154.333333333333
"2487" "美宁公寓" 1490 1 6 11 1490 11 6 135.454545454545 "土城" 6 9690 6 73 73 1615 12.1666666666667 12.1666666666667 132.739726027397
"2488" "蓝岸森林" 2320 2 34 25.4 1160 12.7 17 91.3385826771654 "西横堤" 12 14050 12 131 159.36 1170.83333333333 13.28 10.9166666666667 88.1651606425703
"2489" "雪莲东里" 1290 1 10 16.7 1290 16.7 10 77.2455089820359 "登州路" 14 17180 14 225 166.9 1227.14285714286 11.9214285714286 16.0714285714286 102.935889754344
"2490" "华章里" 1560 1 7 16.3 1560 16.3 7 95.7055214723926 "鞍山西道" 17 26630 17 108 253.63 1566.47058823529 14.9194117647059 6.35294117647059 104.99546583606
"2491" "金隅悦城" 5760 5 65 64.83 1152 12.966 13 88.8477556686719 "张贵庄" 5 5760 5 65 64.83 1152 12.966 13 88.8477556686719
"2492" "路劲太阳城" 19850 17 485 179.2 1167.64705882353 10.5411764705882 28.5294117647059 110.770089285714 "屿东城" 41 50450 41 738 508.17 1230.48780487805 12.3943902439024 18 99.2778007359742
"2493" "中海复兴九里" 10040 7 167 83 1434.28571428571 11.8571428571429 23.8571428571429 120.963855421687 "陈塘庄" 23 34330 23 543 311.8 1492.60869565217 13.5565217391304 23.6086956521739 110.102629890956
"2494" "贺福里" 1290 1 6 13.73 1290 13.73 6 93.9548434085943 "财经大学" 11 13950 11 116 153.39 1268.18181818182 13.9445454545455 10.5454545454545 90.9446508898885
"2495" "德信园" 2350 2 24 26.14 1175 13.07 12 89.9005355776588 "财经大学" 11 13950 11 116 153.39 1268.18181818182 13.9445454545455 10.5454545454545 90.9446508898885
"2496" "社会山北苑" 5200 5 34 46.2 1040 9.24 6.8 112.554112554113 "天津南站" 31 31860 31 421 380.8 1027.74193548387 12.2838709677419 13.5806451612903 83.6659663865546
"2497" "盛世嘉园" 14850 7 92 92.1 2121.42857142857 13.1571428571429 13.1428571428571 161.237785016287 "翠阜新村" 15 21792 15 393 205.8 1452.8 13.72 26.2 105.889212827988
"2498" "中金海棠湾(公寓)" 34900 26 265 356.71 1342.30769230769 13.7196153846154 10.1923076923077 97.8385803593956 "鹤沙航城" 37 44980 37 555 410.14 1215.67567567568 11.0848648648649 15 109.669868825279
"2499" "珠海里" 1630 1 7 10.8 1630 10.8 7 150.925925925926 "乐园道" 4 6610 4 29 55.92 1652.5 13.98 7.25 118.204577968526
"2500" "悦涛雅苑" 5890 5 65 44.33 1178 8.866 13 132.867132867133 "裕丰围" 8 9560 8 111 69.43 1195 8.67875 13.875 137.692640069134
"2501" "南国奥林匹克花园悉尼" 6630 4 66 49 1657.5 12.25 16.5 135.30612244898 "汉溪长隆" 15 23660 15 141 206.5 1577.33333333333 13.7666666666667 9.4 114.576271186441
"2502" "江南花园" 7560 4 120 32.99 1890 8.2475 30 229.160351621704 "沙园" 14 26010 14 368 132.27 1857.85714285714 9.44785714285714 26.2857142857143 196.643229757315
"2503" "信步闲庭" 1930 1 11 11 1930 11 11 175.454545454545 "赤岗" 20 45110 20 364 220.9 2255.5 11.045 18.2 204.210049796288
"2504" "金碧雅苑" 8560 5 80 49.97 1712 9.994 16 171.302781669001 "黄边" 14 23660 14 225 146.77 1690 10.4835714285714 16.0714285714286 161.204605845881
"2505" "朗晴居二期" 3150 2 63 17.88 1575 8.94 31.5 176.174496644295 "市二宫" 9 17690 9 297 88.33 1965.55555555556 9.81444444444444 33 200.271708366353
"2506" "中怡城市花园" 12200 5 157 47.99 2440 9.598 31.4 254.219629089394 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2507" "东风广场" 8940 4 150 34.92 2235 8.73 37.5 256.013745704467 "动物园" 50 86780 50 998 545.51 1735.6 10.9102 19.96 159.080493483163
"2508" "商检宿舍" 2090 1 22 10 2090 10 22 209 "岗顶" 37 83530 37 1064 406.95 2257.56756756757 10.9986486486486 28.7567567567568 205.258631281484
"2509" "御晖苑" 4050 2 48 22.9 2025 11.45 24 176.855895196507 "林和西" 12 26240 12 337 127.46 2186.66666666667 10.6216666666667 28.0833333333333 205.868507767143
"2510" "中海花湾壹号" 12940 9 528 85.97 1437.77777777778 9.55222222222222 58.6666666666667 150.517622426428 "西朗" 20 28560 20 968 174.65 1428 8.7325 48.4 163.527054108216
"2511" "理想蓝堡国际花园" 5910 3 87 24.5 1970 8.16666666666667 29 241.224489795918 "员村" 16 31010 16 269 173.1 1938.125 10.81875 16.8125 179.145002888504
"2512" "广州雅居乐花园雅逸庭" 8670 5 67 90 1734 18 13.4 96.3333333333333 "员岗" 16 25820 16 209 214.5 1613.75 13.40625 13.0625 120.37296037296
"2513" "自在城市花园" 5970 4 41 50.4 1492.5 12.6 10.25 118.452380952381 "南村万博" 7 10820 7 95 89.5 1545.71428571429 12.7857142857143 13.5714285714286 120.893854748603
"2514" "海龙湾" 9220 6 66 96.9 1536.66666666667 16.15 11 95.1496388028896 "南浦" 18 22440 18 159 209.7 1246.66666666667 11.65 8.83333333333333 107.010014306152
"2515" "广州雅居乐花园雅悦庭" 6000 4 41 40.4 1500 10.1 10.25 148.514851485149 "员岗" 16 25820 16 209 214.5 1613.75 13.40625 13.0625 120.37296037296
"2516" "越秀国际金融汇" 6880 4 128 47.41 1720 11.8525 32 145.117063910567 "中山公园" 27 69110 27 542 336.3 2559.62962962963 12.4555555555556 20.0740740740741 205.501040737437
"2517" "学府佳园" 8590 7 42 97.56 1227.14285714286 13.9371428571429 6 88.0483804838048 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2518" "大华南湖公园世家二期" 1850 2 36 23.94 925 11.97 18 77.2765246449457 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2519" "万科魅力之城南区" 6540 5 127 54.8 1308 10.96 25.4 119.343065693431 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2520" "领秀城" 3880 3 95 30.86 1293.33333333333 10.2866666666667 31.6666666666667 125.729099157485 "虎泉" 12 16410 12 316 155.95 1367.5 12.9958333333333 26.3333333333333 105.226033985252
"2521" "石桥花园三期" 3340 3 99 33.8 1113.33333333333 11.2666666666667 33 98.8165680473373 "石桥" 25 28240 25 736 303.85 1129.6 12.154 29.44 92.9405956886622
"2522" "江南明珠园" 9390 6 83 74.44 1565 12.4066666666667 13.8333333333333 126.141859215476 "积玉桥" 20 30320 20 381 253.63 1516 12.6815 19.05 119.544217955289
"2523" "世纪江尚" 33010 18 960 254.36 1833.88888888889 14.1311111111111 53.3333333333333 129.776694448813 "江汉路" 18 33010 18 960 254.36 1833.88888888889 14.1311111111111 53.3333333333333 129.776694448813
"2524" "融侨锦江" 2650 2 81 22.8 1325 11.4 40.5 116.228070175439 "宗关" 2 2650 2 81 22.8 1325 11.4 40.5 116.228070175439
"2525" "城开玉桥新都" 4680 3 59 40.57 1560 13.5233333333333 19.6666666666667 115.356174513187 "积玉桥" 20 30320 20 381 253.63 1516 12.6815 19.05 119.544217955289
"2526" "金地国际花园" 4150 3 94 24.6 1383.33333333333 8.2 31.3333333333333 168.69918699187 "积玉桥" 20 30320 20 381 253.63 1516 12.6815 19.05 119.544217955289
"2527" "群建星城" 10170 8 360 86.07 1271.25 10.75875 45 118.159637504357 "小龟山" 11 14350 11 407 117.67 1304.54545454545 10.6972727272727 37 121.951219512195
"2528" "东湖景园B区" 2020 2 67 18.37 1010 9.185 33.5 109.961894393032 "铁机路" 29 33490 29 929 321.45 1154.8275862069 11.0844827586207 32.0344827586207 104.184165500078
"2529" "福星惠誉汉阳城" 2360 2 110 17.6 1180 8.8 55 134.090909090909 "拦江路" 11 12900 11 452 110.54 1172.72727272727 10.0490909090909 41.0909090909091 116.699837163018
"2530" "龙阳熙苑" 2180 2 96 21.9 1090 10.95 48 99.5433789954338 "龙阳村" 8 8850 8 231 93.2 1106.25 11.65 28.875 94.9570815450644
"2531" "长投珑庭" 4880 4 117 36.73 1220 9.1825 29.25 132.861421181595 "梅苑小区" 21 24570 21 554 239.36 1170 11.3980952380952 26.3809523809524 102.648729946524
"2532" "广电兰亭荣荟" 13020 12 550 158.36 1085 13.1966666666667 45.8333333333333 82.217731750442 "古田三路" 16 17960 16 635 212.07 1122.5 13.254375 39.6875 84.6890177771491
"2533" "金地天悦" 11510 9 295 99.11 1278.88888888889 11.0122222222222 32.7777777777778 116.13358894158 "杨家湾" 44 61120 44 1256 507.93 1389.09090909091 11.5438636363636 28.5454545454545 120.331541747879
"2534" "中建福地星城" 2720 2 66 25.7 1360 12.85 33 105.836575875486 "街道口" 6 8930 6 194 77.23 1488.33333333333 12.8716666666667 32.3333333333333 115.628641719539
"2535" "石桥花园四期" 7540 6 199 69 1256.66666666667 11.5 33.1666666666667 109.275362318841 "石桥" 25 28240 25 736 303.85 1129.6 12.154 29.44 92.9405956886622
"2536" "绿地国际金融城一期" 7060 5 184 56.78 1412 11.356 36.8 124.339556181754 "徐家棚" 3 4940 3 106 41.66 1646.66666666667 13.8866666666667 35.3333333333333 118.578972635622
"2537" "洪福家园" 1490 1 21 11.61 1490 11.61 21 128.337639965547 "光谷广场" 121 163150 121 3000 1509.26 1348.34710743802 12.4732231404959 24.7933884297521 108.09933344818
"2538" "当代国际花园三期" 1030 1 4 7.5 1030 7.5 4 137.333333333333 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2539" "现代森林小镇" 5800 4 51 65.29 1450 16.3225 12.75 88.8344310001532 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2540" "万科锦程" 1390 1 35 8 1390 8 35 173.75 "光谷广场" 121 163150 121 3000 1509.26 1348.34710743802 12.4732231404959 24.7933884297521 108.09933344818
"2541" "浅水半岛二期" 3480 3 81 42 1160 14 27 82.8571428571429 "府青路" 4 4840 4 108 56.2 1210 14.05 27 86.1209964412811
"2542" "首创爱这城一二期" 14980 12 396 160.55 1248.33333333333 13.3791666666667 33 93.3042665836188 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2543" "格林君典" 2220 2 28 28.9 1110 14.45 14 76.8166089965398 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2544" "建发天府鹭洲" 6900 5 143 83.5 1380 16.7 28.6 82.6347305389222 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2545" "上海东韵" 3540 3 92 29.4 1180 9.8 30.6666666666667 120.408163265306 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2546" "瑞升国际中心" 3350 3 96 26.4 1116.66666666667 8.8 32 126.893939393939 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2547" "航天城上城" 3840 3 82 38.5 1280 12.8333333333333 27.3333333333333 99.7402597402597 "世纪城" 45 58060 45 1382 602.51 1290.22222222222 13.3891111111111 30.7111111111111 96.3635458332642
"2548" "锦尚天华" 2650 2 66 27.24 1325 13.62 33 97.2834067547724 "三瓦窑" 42 55320 42 1245 575.02 1317.14285714286 13.6909523809524 29.6428571428571 96.205349379152
"2549" "凯丽滨江花园" 6800 5 165 58.09 1360 11.618 33 117.05973489413 "高新" 69 94320 69 1461 865.6 1366.95652173913 12.5449275362319 21.1739130434783 108.964879852126
"2550" "天府豪庭" 4970 4 156 47 1242.5 11.75 39 105.744680851064 "天府三街" 81 100060 81 2390 1003.55 1235.30864197531 12.3895061728395 29.5061728395062 99.7060435454138
"2551" "翡翠半岛" 4770 5 90 52.81 954 10.562 18 90.3238023101685 "天府五街" 77 89940 77 2230 1000.99 1168.05194805195 12.9998701298701 28.961038961039 89.8510474630116
"2552" "绿杨新邨" 2480 2 36 27.36 1240 13.68 18 90.6432748538012 "一品天下" 2 2480 2 36 27.36 1240 13.68 18 90.6432748538012
"2553" "蓝光富丽花城" 15710 17 306 196.3 924.117647058824 11.5470588235294 18 80.030565461029 "动物园" 50 86780 50 998 545.51 1735.6 10.9102 19.96 159.080493483163
"2554" "天府长城图南多" 3320 3 93 23.24 1106.66666666667 7.74666666666667 31 142.857142857143 "高新" 69 94320 69 1461 865.6 1366.95652173913 12.5449275362319 21.1739130434783 108.964879852126
"2555" "colour彼岸" 2720 2 26 21.3 1360 10.65 13 127.699530516432 "东门大桥" 9 14130 9 225 123 1570 13.6666666666667 25 114.878048780488
"2556" "天府长城柏南郡" 2290 2 52 17.1 1145 8.55 26 133.918128654971 "三瓦窑" 42 55320 42 1245 575.02 1317.14285714286 13.6909523809524 29.6428571428571 96.205349379152
"2557" "双楠忆景" 3910 3 26 39.9 1303.33333333333 13.3 8.66666666666667 97.9949874686717 "武侯大道" 15 18470 15 149 219.7 1231.33333333333 14.6466666666667 9.93333333333333 84.0691852526172
"2558" "保利锦湖林语北区" 5170 4 78 48.84 1292.5 12.21 19.5 105.855855855856 "金融城" 13 18540 13 287 174.74 1426.15384615385 13.4415384615385 22.0769230769231 106.10049215978
"2559" "戛纳湾金棕榈" 9120 9 288 116.7 1013.33333333333 12.9666666666667 32 78.1491002570694 "四河" 38 39360 38 818 514.05 1035.78947368421 13.5276315789474 21.5263157894737 76.5684271957981
"2560" "盛世名居" 3510 3 18 44.3 1170 14.7666666666667 6 79.2325056433408 "华府大道" 130 142420 130 4419 1749.98 1095.53846153846 13.4613846153846 33.9923076923077 81.3837872432828
"2561" "人居天府汇城" 4980 4 97 61.1 1245 15.275 24.25 81.505728314239 "金融城" 13 18540 13 287 174.74 1426.15384615385 13.4415384615385 22.0769230769231 106.10049215978
"2562" "海上海北苑" 2220 2 66 28.8 1110 14.4 33 77.0833333333333 "成渝立交" 114 121250 114 3156 1332.01 1063.59649122807 11.684298245614 27.6842105263158 91.0278451362978
"2563" "龙湖三千城A区" 5500 5 170 59.3 1100 11.86 34 92.7487352445194 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2564" "金桃园大厦" 10530 4 80 55.14 2632.5 13.785 20 190.968443960827 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2565" "佳嘉豪苑" 4650 2 44 15.2 2325 7.6 22 305.921052631579 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2566" "瑞和园" 8130 4 72 31.1 2032.5 7.775 18 261.414790996785 "石厦" 22 50090 22 413 254.8 2276.81818181818 11.5818181818182 18.7727272727273 196.585557299843
"2567" "富嘉名阁" 2290 1 9 9.5 2290 9.5 9 241.052631578947 "南山" 96 239040 96 1746 1076.79 2490 11.2165625 18.1875 221.993146295935
"2568" "港湾丽都" 15490 6 103 81.9 2581.66666666667 13.65 17.1666666666667 189.133089133089 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2569" "现代城华庭" 12820 5 159 62.64 2564 12.528 31.8 204.661558109834 "南山" 96 239040 96 1746 1076.79 2490 11.2165625 18.1875 221.993146295935
"2570" "红岭大厦" 6240 3 84 24.9 2080 8.3 28 250.602409638554 "红岭南" 4 9000 4 114 35.7 2250 8.925 28.5 252.100840336134
"2571" "山水情家园" 7580 3 33 37.63 2526.66666666667 12.5433333333333 11 201.435025245815 "南山" 96 239040 96 1746 1076.79 2490 11.2165625 18.1875 221.993146295935
"2572" "蓝月湾畔" 6480 2 18 30.4 3240 15.2 9 213.157894736842 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2573" "香蜜二村" 16110 7 49 78.1 2301.42857142857 11.1571428571429 7 206.274007682458 "香梅" 10 25450 10 120 113.5 2545 11.35 12 224.229074889868
"2574" "新浩城花园" 8900 4 49 36.01 2225 9.0025 12.25 247.153568453207 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2575" "莲花一村" 20820 11 82 90.6 1892.72727272727 8.23636363636364 7.45454545454545 229.801324503311 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2576" "侨香公馆" 31880 11 369 148.58 2898.18181818182 13.5072727272727 33.5454545454545 214.56454435321 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2577" "丰泽湖山庄" 8230 4 32 52.8 2057.5 13.2 8 155.871212121212 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
"2578" "台湾花园" 2760 1 30 10.8 2760 10.8 30 255.555555555556 "红岭南" 4 9000 4 114 35.7 2250 8.925 28.5 252.100840336134
"2579" "众孚大厦" 9140 4 100 56.5 2285 14.125 25 161.769911504425 "石厦" 22 50090 22 413 254.8 2276.81818181818 11.5818181818182 18.7727272727273 196.585557299843
"2580" "现代城梦想家园" 8900 4 116 38.1 2225 9.525 29 233.595800524934 "" 5904 10076530 5904 115186 68278.74 1706.72933604336 11.5648272357724 19.5098238482385 147.57931971211
